Fecha-I,Vlo-I,Ori-I,Des-I,Emp-I,Fecha-O,Vlo-O,Ori-O,Des-O,Emp-O,DIA,MES,AÑO,DIANOM,TIPOVUELO,OPERA,SIGLAORI,SIGLADES
2017-01-01 22:30:00,940,SCEL,KDFW,AAL,2017-01-01 22:31:00,940,SCEL,KDFW,AAL,1,1,2017,Domingo,I,American Airlines,Santiago,Dallas
2017-01-02 22:30:00,940,SCEL,KDFW,AAL,2017-01-02 22:26:00,940,SCEL,KDFW,AAL,2,1,2017,Lunes,I,American Airlines,Santiago,Dallas
2017-01-03 22:30:00,940,SCEL,KDFW,AAL,2017-01-03 22:40:00,940,SCEL,KDFW,AAL,3,1,2017,Martes,I,American Airlines,Santiago,Dallas
2017-01-04 22:30:00,940,SCEL,KDFW,AAL,2017-01-04 22:50:00,940,SCEL,KDFW,AAL,4,1,2017,Miercoles,I,American Airlines,Santiago,Dallas
2017-01-05 22:30:00,940,SCEL,KDFW,AAL,2017-01-05 22:41:00,940,SCEL,KDFW,AAL,5,1,2017,Jueves,I,American Airlines,Santiago,Dallas
2017-01-06 22:30:00,940,SCEL,KDFW,AAL,2017-01-06 22:54:00,940,SCEL,KDFW,AAL,6,1,2017,Viernes,I,American Airlines,Santiago,Dallas
2017-01-07 22:30:00,940,SCEL,KDFW,AAL,2017-01-07 22:25:00,940,SCEL,KDFW,AAL,7,1,2017,Sabado,I,American Airlines,Santiago,Dallas
2017-01-08 22:30:00,940,SCEL,KDFW,AAL,2017-01-08 22:23:00,940,SCEL,KDFW,AAL,8,1,2017,Domingo,I,American Airlines,Santiago,Dallas
2017-01-09 22:30:00,940,SCEL,KDFW,AAL,2017-01-09 22:44:00,940,SCEL,KDFW,AAL,9,1,2017,Lunes,I,American Airlines,Santiago,Dallas
2017-01-10 22:30:00,940,SCEL,KDFW,AAL,2017-01-10 22:35:00,940,SCEL,KDFW,AAL,10,1,2017,Martes,I,American Airlines,Santiago,Dallas
2017-01-11 22:30:00,940,SCEL,KDFW,AAL,2017-01-11 22:30:00,940,SCEL,KDFW,AAL,11,1,2017,Miercoles,I,American Airlines,Santiago,Dallas
2017-01-12 22:30:00,940,SCEL,KDFW,AAL,2017-01-12 22:55:00,940,SCEL,KDFW,AAL,12,1,2017,Jueves,I,American Airlines,Santiago,Dallas
2017-01-13 22:30:00,940,SCEL,KDFW,AAL,2017-01-13 22:31:00,940,SCEL,KDFW,AAL,13,1,2017,Viernes,I,American Airlines,Santiago,Dallas
2017-01-14 22:30:00,940,SCEL,KDFW,AAL,2017-01-14 22:30:00,940,SCEL,KDFW,AAL,14,1,2017,Sabado,I,American Airlines,Santiago,Dallas
2017-01-15 22:30:00,940,SCEL,KDFW,AAL,2017-01-15 22:26:00,940,SCEL,KDFW,AAL,15,1,2017,Domingo,I,American Airlines,Santiago,Dallas
2017-01-16 22:30:00,940,SCEL,KDFW,AAL,2017-01-16 22:43:00,940,SCEL,KDFW,AAL,16,1,2017,Lunes,I,American Airlines,Santiago,Dallas
2017-01-17 22:30:00,940,SCEL,KDFW,AAL,2017-01-17 22:27:00,940,SCEL,KDFW,AAL,17,1,2017,Martes,I,American Airlines,Santiago,Dallas
2017-01-18 22:30:00,940,SCEL,KDFW,AAL,2017-01-18 22:32:00,940,SCEL,KDFW,AAL,18,1,2017,Miercoles,I,American Airlines,Santiago,Dallas
2017-01-19 22:30:00,940,SCEL,KDFW,AAL,2017-01-19 22:25:00,940,SCEL,KDFW,AAL,19,1,2017,Jueves,I,American Airlines,Santiago,Dallas
2017-01-20 22:30:00,940,SCEL,KDFW,AAL,2017-01-20 22:30:00,940,SCEL,KDFW,AAL,20,1,2017,Viernes,I,American Airlines,Santiago,Dallas
2017-01-21 22:30:00,940,SCEL,KDFW,AAL,2017-01-21 22:28:00,940,SCEL,KDFW,AAL,21,1,2017,Sabado,I,American Airlines,Santiago,Dallas
2017-01-22 22:30:00,940,SCEL,KDFW,AAL,2017-01-22 22:33:00,940,SCEL,KDFW,AAL,22,1,2017,Domingo,I,American Airlines,Santiago,Dallas
2017-01-23 22:30:00,940,SCEL,KDFW,AAL,2017-01-23 22:21:00,940,SCEL,KDFW,AAL,23,1,2017,Lunes,I,American Airlines,Santiago,Dallas
2017-01-24 22:30:00,940,SCEL,KDFW,AAL,2017-01-24 22:35:00,940,SCEL,KDFW,AAL,24,1,2017,Martes,I,American Airlines,Santiago,Dallas
2017-01-25 22:30:00,940,SCEL,KDFW,AAL,2017-01-25 22:27:00,940,SCEL,KDFW,AAL,25,1,2017,Miercoles,I,American Airlines,Santiago,Dallas
2017-01-26 22:30:00,940,SCEL,KDFW,AAL,2017-01-26 22:26:00,940,SCEL,KDFW,AAL,26,1,2017,Jueves,I,American Airlines,Santiago,Dallas
2017-01-27 22:30:00,940,SCEL,KDFW,AAL,2017-01-27 22:20:00,940,SCEL,KDFW,AAL,27,1,2017,Viernes,I,American Airlines,Santiago,Dallas
2017-01-28 22:30:00,940,SCEL,KDFW,AAL,2017-01-28 22:21:00,940,SCEL,KDFW,AAL,28,1,2017,Sabado,I,American Airlines,Santiago,Dallas
2017-01-29 22:30:00,940,SCEL,KDFW,AAL,2017-01-29 23:32:00,940,SCEL,KDFW,AAL,29,1,2017,Domingo,I,American Airlines,Santiago,Dallas
2017-01-30 22:30:00,940,SCEL,KDFW,AAL,2017-01-30 22:32:00,940,SCEL,KDFW,AAL,30,1,2017,Lunes,I,American Airlines,Santiago,Dallas
2017-01-31 22:30:00,940,SCEL,KDFW,AAL,2017-01-31 22:22:00,940,SCEL,KDFW,AAL,31,1,2017,Martes,I,American Airlines,Santiago,Dallas
2017-01-01 13:35:00,92,SCEL,SAEZ,ACA,2017-01-01 13:54:00,92,SCEL,SAEZ,ACA,1,1,2017,Domingo,I,Air Canada,Santiago,Buenos Aires
2017-01-02 13:35:00,92,SCEL,SAEZ,ACA,2017-01-02 14:35:00,92,SCEL,SAEZ,ACA,2,1,2017,Lunes,I,Air Canada,Santiago,Buenos Aires
2017-01-03 13:35:00,92,SCEL,SAEZ,ACA,2017-01-03 13:52:00,92,SCEL,SAEZ,ACA,3,1,2017,Martes,I,Air Canada,Santiago,Buenos Aires
2017-01-04 13:35:00,92,SCEL,SAEZ,ACA,2017-01-04 14:01:00,92,SCEL,SAEZ,ACA,4,1,2017,Miercoles,I,Air Canada,Santiago,Buenos Aires
2017-01-05 13:35:00,92,SCEL,SAEZ,ACA,2017-01-05 13:49:00,92,SCEL,SAEZ,ACA,5,1,2017,Jueves,I,Air Canada,Santiago,Buenos Aires
2017-01-06 13:35:00,92,SCEL,SAEZ,ACA,2017-01-06 14:42:00,92,SCEL,SAEZ,ACA,6,1,2017,Viernes,I,Air Canada,Santiago,Buenos Aires
2017-01-07 13:35:00,92,SCEL,SAEZ,ACA,2017-01-07 14:59:00,92,SCEL,SAEZ,ACA,7,1,2017,Sabado,I,Air Canada,Santiago,Buenos Aires
2017-01-08 13:35:00,92,SCEL,SAEZ,ACA,2017-01-08 14:38:00,92,SCEL,SAEZ,ACA,8,1,2017,Domingo,I,Air Canada,Santiago,Buenos Aires
2017-01-09 13:35:00,92,SCEL,SAEZ,ACA,2017-01-09 15:12:00,92,SCEL,SAEZ,ACA,9,1,2017,Lunes,I,Air Canada,Santiago,Buenos Aires
2017-01-10 13:35:00,92,SCEL,SAEZ,ACA,2017-01-10 13:52:00,92,SCEL,SAEZ,ACA,10,1,2017,Martes,I,Air Canada,Santiago,Buenos Aires
2017-01-11 13:35:00,92,SCEL,SAEZ,ACA,2017-01-11 15:05:00,92,SCEL,SAEZ,ACA,11,1,2017,Miercoles,I,Air Canada,Santiago,Buenos Aires
2017-01-12 13:35:00,92,SCEL,SAEZ,ACA,2017-01-12 15:45:00,92,SCEL,SAEZ,ACA,12,1,2017,Jueves,I,Air Canada,Santiago,Buenos Aires
2017-01-13 13:35:00,92,SCEL,SAEZ,ACA,2017-01-13 13:59:00,92,SCEL,SAEZ,ACA,13,1,2017,Viernes,I,Air Canada,Santiago,Buenos Aires
2017-01-14 13:35:00,92,SCEL,SAEZ,ACA,2017-01-14 14:52:00,92,SCEL,SAEZ,ACA,14,1,2017,Sabado,I,Air Canada,Santiago,Buenos Aires
2017-01-15 13:35:00,92,SCEL,SAEZ,ACA,2017-01-15 14:07:00,92,SCEL,SAEZ,ACA,15,1,2017,Domingo,I,Air Canada,Santiago,Buenos Aires
2017-01-16 13:35:00,92,SCEL,SAEZ,ACA,2017-01-16 14:14:00,92,SCEL,SAEZ,ACA,16,1,2017,Lunes,I,Air Canada,Santiago,Buenos Aires
2017-01-17 13:35:00,92,SCEL,SAEZ,ACA,2017-01-17 14:23:00,92,SCEL,SAEZ,ACA,17,1,2017,Martes,I,Air Canada,Santiago,Buenos Aires
2017-01-18 13:35:00,92,SCEL,SAEZ,ACA,2017-01-18 13:41:00,92,SCEL,SAEZ,ACA,18,1,2017,Miercoles,I,Air Canada,Santiago,Buenos Aires
2017-01-19 13:35:00,92,SCEL,SAEZ,ACA,2017-01-19 13:37:00,92,SCEL,SAEZ,ACA,19,1,2017,Jueves,I,Air Canada,Santiago,Buenos Aires
2017-01-20 13:35:00,92,SCEL,SAEZ,ACA,2017-01-20 14:03:00,92,SCEL,SAEZ,ACA,20,1,2017,Viernes,I,Air Canada,Santiago,Buenos Aires
2017-01-21 13:35:00,92,SCEL,SAEZ,ACA,2017-01-21 13:46:00,92,SCEL,SAEZ,ACA,21,1,2017,Sabado,I,Air Canada,Santiago,Buenos Aires
2017-01-22 13:35:00,92,SCEL,SAEZ,ACA,2017-01-22 14:08:00,92,SCEL,SAEZ,ACA,22,1,2017,Domingo,I,Air Canada,Santiago,Buenos Aires
2017-01-23 13:35:00,92,SCEL,SAEZ,ACA,2017-01-23 14:44:00,92,SCEL,SAEZ,ACA,23,1,2017,Lunes,I,Air Canada,Santiago,Buenos Aires
2017-01-24 13:35:00,92,SCEL,SAEZ,ACA,2017-01-24 13:55:00,92,SCEL,SAEZ,ACA,24,1,2017,Martes,I,Air Canada,Santiago,Buenos Aires
2017-01-25 13:35:00,92,SCEL,SAEZ,ACA,2017-01-25 13:38:00,92,SCEL,SAEZ,ACA,25,1,2017,Miercoles,I,Air Canada,Santiago,Buenos Aires
2017-01-26 13:35:00,92,SCEL,SAEZ,ACA,2017-01-26 13:57:00,92,SCEL,SAEZ,ACA,26,1,2017,Jueves,I,Air Canada,Santiago,Buenos Aires
2017-01-27 13:35:00,92,SCEL,SAEZ,ACA,2017-01-27 13:56:00,92,SCEL,SAEZ,ACA,27,1,2017,Viernes,I,Air Canada,Santiago,Buenos Aires
2017-01-28 13:35:00,92,SCEL,SAEZ,ACA,2017-01-28 13:57:00,92,SCEL,SAEZ,ACA,28,1,2017,Sabado,I,Air Canada,Santiago,Buenos Aires
2017-01-29 13:35:00,92,SCEL,SAEZ,ACA,2017-01-29 14:02:00,92,SCEL,SAEZ,ACA,29,1,2017,Domingo,I,Air Canada,Santiago,Buenos Aires
2017-01-30 13:35:00,92,SCEL,SAEZ,ACA,2017-01-30 13:41:00,92,SCEL,SAEZ,ACA,30,1,2017,Lunes,I,Air Canada,Santiago,Buenos Aires
2017-01-01 21:10:00,93,SCEL,CYYZ,ACA,2017-01-01 21:30:00,93,SCEL,CYYZ,ACA,1,1,2017,Domingo,I,Air Canada,Santiago,Toronto
2017-01-02 21:10:00,93,SCEL,CYYZ,ACA,2017-01-02 21:27:00,93,SCEL,CYYZ,ACA,2,1,2017,Lunes,I,Air Canada,Santiago,Toronto
2017-01-03 21:10:00,93,SCEL,CYYZ,ACA,2017-01-03 21:29:00,93,SCEL,CYYZ,ACA,3,1,2017,Martes,I,Air Canada,Santiago,Toronto
2017-01-04 21:10:00,93,SCEL,CYYZ,ACA,2017-01-04 21:57:00,93,SCEL,CYYZ,ACA,4,1,2017,Miercoles,I,Air Canada,Santiago,Toronto
2017-01-05 21:10:00,93,SCEL,CYYZ,ACA,2017-01-05 21:15:00,93,SCEL,CYYZ,ACA,5,1,2017,Jueves,I,Air Canada,Santiago,Toronto
2017-01-06 21:10:00,93,SCEL,CYYZ,ACA,2017-01-06 22:13:00,93,SCEL,CYYZ,ACA,6,1,2017,Viernes,I,Air Canada,Santiago,Toronto
2017-01-07 21:10:00,93,SCEL,CYYZ,ACA,2017-01-07 22:05:00,93,SCEL,CYYZ,ACA,7,1,2017,Sabado,I,Air Canada,Santiago,Toronto
2017-01-08 21:10:00,93,SCEL,CYYZ,ACA,2017-01-08 22:03:00,93,SCEL,CYYZ,ACA,8,1,2017,Domingo,I,Air Canada,Santiago,Toronto
2017-01-09 21:10:00,93,SCEL,CYYZ,ACA,2017-01-09 22:55:00,93,SCEL,CYYZ,ACA,9,1,2017,Lunes,I,Air Canada,Santiago,Toronto
2017-01-10 21:10:00,93,SCEL,CYYZ,ACA,2017-01-10 21:30:00,93,SCEL,CYYZ,ACA,10,1,2017,Martes,I,Air Canada,Santiago,Toronto
2017-01-11 21:10:00,93,SCEL,CYYZ,ACA,2017-01-11 22:22:00,93,SCEL,CYYZ,ACA,11,1,2017,Miercoles,I,Air Canada,Santiago,Toronto
2017-01-13 21:10:00,93,SCEL,CYYZ,ACA,2017-01-13 21:36:00,93,SCEL,CYYZ,ACA,13,1,2017,Viernes,I,Air Canada,Santiago,Toronto
2017-01-14 21:10:00,93,SCEL,CYYZ,ACA,2017-01-14 22:49:00,93,SCEL,CYYZ,ACA,14,1,2017,Sabado,I,Air Canada,Santiago,Toronto
2017-01-15 21:10:00,93,SCEL,CYYZ,ACA,2017-01-15 22:02:00,93,SCEL,CYYZ,ACA,15,1,2017,Domingo,I,Air Canada,Santiago,Toronto
2017-01-16 21:10:00,93,SCEL,CYYZ,ACA,2017-01-16 21:43:00,93,SCEL,CYYZ,ACA,16,1,2017,Lunes,I,Air Canada,Santiago,Toronto
2017-01-17 21:10:00,93,SCEL,CYYZ,ACA,2017-01-17 23:37:00,93,SCEL,CYYZ,ACA,17,1,2017,Martes,I,Air Canada,Santiago,Toronto
2017-01-18 21:10:00,93,SCEL,CYYZ,ACA,2017-01-18 21:28:00,93,SCEL,CYYZ,ACA,18,1,2017,Miercoles,I,Air Canada,Santiago,Toronto
2017-01-19 21:10:00,93,SCEL,CYYZ,ACA,2017-01-19 21:35:00,93,SCEL,CYYZ,ACA,19,1,2017,Jueves,I,Air Canada,Santiago,Toronto
2017-01-20 21:10:00,93,SCEL,CYYZ,ACA,2017-01-20 21:15:00,93,SCEL,CYYZ,ACA,20,1,2017,Viernes,I,Air Canada,Santiago,Toronto
2017-01-21 21:10:00,93,SCEL,CYYZ,ACA,2017-01-21 21:31:00,93,SCEL,CYYZ,ACA,21,1,2017,Sabado,I,Air Canada,Santiago,Toronto
2017-01-22 21:10:00,93,SCEL,CYYZ,ACA,2017-01-22 21:23:00,93,SCEL,CYYZ,ACA,22,1,2017,Domingo,I,Air Canada,Santiago,Toronto
2017-01-23 21:10:00,93,SCEL,CYYZ,ACA,2017-01-23 21:31:00,93,SCEL,CYYZ,ACA,23,1,2017,Lunes,I,Air Canada,Santiago,Toronto
2017-01-24 21:10:00,93,SCEL,CYYZ,ACA,2017-01-24 21:21:00,93,SCEL,CYYZ,ACA,24,1,2017,Martes,I,Air Canada,Santiago,Toronto
2017-01-25 21:10:00,93,SCEL,CYYZ,ACA,2017-01-25 21:06:00,93,SCEL,CYYZ,ACA,25,1,2017,Miercoles,I,Air Canada,Santiago,Toronto
2017-01-26 21:10:00,93,SCEL,CYYZ,ACA,2017-01-26 21:09:00,93,SCEL,CYYZ,ACA,26,1,2017,Jueves,I,Air Canada,Santiago,Toronto
2017-01-27 21:10:00,93,SCEL,CYYZ,ACA,2017-01-27 21:18:00,93,SCEL,CYYZ,ACA,27,1,2017,Viernes,I,Air Canada,Santiago,Toronto
2017-01-28 21:10:00,93,SCEL,CYYZ,ACA,2017-01-28 21:16:00,93,SCEL,CYYZ,ACA,28,1,2017,Sabado,I,Air Canada,Santiago,Toronto
2017-01-29 21:10:00,93,SCEL,CYYZ,ACA,2017-01-29 21:06:00,93,SCEL,CYYZ,ACA,29,1,2017,Domingo,I,Air Canada,Santiago,Toronto
2017-01-30 21:10:00,93,SCEL,CYYZ,ACA,2017-01-30 21:16:00,93,SCEL,CYYZ,ACA,30,1,2017,Lunes,I,Air Canada,Santiago,Toronto
2017-01-01 14:25:00,401,SCEL,LFPG,AFR,2017-01-01 14:21:00,401,SCEL,LFPG,AFR,1,1,2017,Domingo,I,Air France,Santiago,Paris
2017-01-02 14:25:00,401,SCEL,LFPG,AFR,2017-01-02 14:25:00,401,SCEL,LFPG,AFR,2,1,2017,Lunes,I,Air France,Santiago,Paris
2017-01-03 14:25:00,401,SCEL,LFPG,AFR,2017-01-03 14:28:00,401,SCEL,LFPG,AFR,3,1,2017,Martes,I,Air France,Santiago,Paris
2017-01-04 14:25:00,401,SCEL,LFPG,AFR,2017-01-04 14:24:00,401,SCEL,LFPG,AFR,4,1,2017,Miercoles,I,Air France,Santiago,Paris
2017-01-05 14:25:00,401,SCEL,LFPG,AFR,2017-01-05 14:15:00,401,SCEL,LFPG,AFR,5,1,2017,Jueves,I,Air France,Santiago,Paris
2017-01-06 14:25:00,401,SCEL,LFPG,AFR,2017-01-06 14:41:00,401,SCEL,LFPG,AFR,6,1,2017,Viernes,I,Air France,Santiago,Paris
2017-01-07 14:25:00,401,SCEL,LFPG,AFR,2017-01-07 14:24:00,401,SCEL,LFPG,AFR,7,1,2017,Sabado,I,Air France,Santiago,Paris
2017-01-08 14:25:00,401,SCEL,LFPG,AFR,2017-01-08 14:26:00,401,SCEL,LFPG,AFR,8,1,2017,Domingo,I,Air France,Santiago,Paris
2017-01-09 14:25:00,401,SCEL,LFPG,AFR,2017-01-09 14:39:00,401,SCEL,LFPG,AFR,9,1,2017,Lunes,I,Air France,Santiago,Paris
2017-01-10 14:25:00,401,SCEL,LFPG,AFR,2017-01-10 14:33:00,401,SCEL,LFPG,AFR,10,1,2017,Martes,I,Air France,Santiago,Paris
2017-01-11 14:25:00,401,SCEL,LFPG,AFR,2017-01-11 14:32:00,401,SCEL,LFPG,AFR,11,1,2017,Miercoles,I,Air France,Santiago,Paris
2017-01-12 14:25:00,401,SCEL,LFPG,AFR,2017-01-12 14:32:00,401,SCEL,LFPG,AFR,12,1,2017,Jueves,I,Air France,Santiago,Paris
2017-01-13 14:25:00,401,SCEL,LFPG,AFR,2017-01-13 14:30:00,401,SCEL,LFPG,AFR,13,1,2017,Viernes,I,Air France,Santiago,Paris
2017-01-14 14:25:00,401,SCEL,LFPG,AFR,2017-01-14 14:42:00,401,SCEL,LFPG,AFR,14,1,2017,Sabado,I,Air France,Santiago,Paris
2017-01-15 14:25:00,401,SCEL,LFPG,AFR,2017-01-15 14:26:00,401,SCEL,LFPG,AFR,15,1,2017,Domingo,I,Air France,Santiago,Paris
2017-01-16 14:25:00,401,SCEL,LFPG,AFR,2017-01-16 14:37:00,401,SCEL,LFPG,AFR,16,1,2017,Lunes,I,Air France,Santiago,Paris
2017-01-17 14:25:00,401,SCEL,LFPG,AFR,2017-01-17 14:22:00,401,SCEL,LFPG,AFR,17,1,2017,Martes,I,Air France,Santiago,Paris
